sentence,distance_from_beginning_x,distance_from_masked_token_x,target_prob_x,ordered_items_x,target_occupation_x,count_attractors_x,relative_prob_x,relative_rank_x,distance_from_beginning_y,distance_from_masked_token_y,target_prob_y,ordered_items_y,target_occupation_y,count_attractors_y,relative_prob_y,relative_rank_y
"Jack has a sister , played basketball , and now works as a painter . For his job , Jack sells [MASK] .",12,7,0.0510875508189201,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.24,1,12,7,0.0510875508189201,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.24,1
"Jack has a sister , played basketball , and now works as a painter . For his job , Jack sells [MASK] .",12,7,0.0510875508189201,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.24,1,12,7,0.0510875508189201,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.24,1
"Jack has a sister , played basketball , and now works as a painter . For his job , Jack sells [MASK] .",12,7,0.0510875508189201,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.24,1,12,7,0.0510875508189201,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.24,1
"Jack has a sister , played basketball , sang in a choir , and now works as a painter . For his job , Jack sells [MASK] .",17,7,0.0285776276141405,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.14,1,17,7,0.0285776276141405,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.14,1
"Jack has a sister , played basketball , sang in a choir , and now works as a painter . For his job , Jack sells [MASK] .",17,7,0.0285776276141405,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.14,1,17,7,0.0285776276141405,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.14,1
"Jack has a sister , played basketball , sang in a choir , and now works as a painter . For his job , Jack sells [MASK] .",17,7,0.0285776276141405,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.14,1,17,7,0.0285776276141405,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.14,1
"Jack has a sister , played basketball , sang in a choir , and now works as a painter . For his job , Jack sells [MASK] .",17,7,0.0285776276141405,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.14,1,17,7,0.0285776276141405,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.14,1
Jake lives in Chile . The capital of Jake's country is [MASK] .,2,7,0.7751341462135315,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.86,1,2,7,0.7751341462135315,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.86,1
Jake lives in Chile . The capital of Jake's country is [MASK] .,2,7,0.7751341462135315,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.86,1,2,7,0.7751341462135315,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.86,1
Jake lives in Chile . The capital of Jake's country is [MASK] .,2,7,0.7751341462135315,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.86,1,2,7,0.7751341462135315,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.86,1
Jake lives in Chile . The capital of Jake's country is [MASK] .,2,7,0.7751341462135315,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.86,1,2,7,0.7751341462135315,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.86,1
Jake has a sister and now lives in Chile . The capital of Jake's country is [MASK] .,7,7,0.6933826804161072,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.77,1,7,7,0.6933826804161072,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.77,1
Jake has a sister and now lives in Chile . The capital of Jake's country is [MASK] .,7,7,0.6933826804161072,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.77,1,7,7,0.6933826804161072,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.77,1
Jake has a sister and now lives in Chile . The capital of Jake's country is [MASK] .,7,7,0.6933826804161072,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.77,1,7,7,0.6933826804161072,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.77,1
Jake has a sister and now lives in Chile . The capital of Jake's country is [MASK] .,7,7,0.6933826804161072,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.77,1,7,7,0.6933826804161072,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.77,1
"Jake has a sister , played basketball and now lives in Chile . The capital of Jake's country is [MASK] .",10,7,0.8299692273139954,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.92,1,10,7,0.8299692273139954,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.92,1
"Jake has a sister , played basketball and now lives in Chile . The capital of Jake's country is [MASK] .",10,7,0.8299692273139954,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.92,1,10,7,0.8299692273139954,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.92,1
"Jake has a sister , played basketball and now lives in Chile . The capital of Jake's country is [MASK] .",10,7,0.8299692273139954,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.92,1,10,7,0.8299692273139954,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.92,1
"Jake has a sister , played basketball and now lives in Chile . The capital of Jake's country is [MASK] .",10,7,0.8299692273139954,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.92,1,10,7,0.8299692273139954,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.92,1
"Jake has a sister , played basketball , sang in a choir and now lives in Chile . The capital of Jake's country is [MASK] .",15,7,0.5937938094139099,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.66,1,15,7,0.5937938094139099,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.66,1
"Jake has a sister , played basketball , sang in a choir and now lives in Chile . The capital of Jake's country is [MASK] .",15,7,0.5937938094139099,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.66,1,15,7,0.5937938094139099,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.66,1
"Jake has a sister , played basketball , sang in a choir and now lives in Chile . The capital of Jake's country is [MASK] .",15,7,0.5937938094139099,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.66,1,15,7,0.5937938094139099,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.66,1
"Jake has a sister , played basketball , sang in a choir and now lives in Chile . The capital of Jake's country is [MASK] .",15,7,0.5937938094139099,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.66,1,15,7,0.5937938094139099,"['santiago', 'paris', 'beijing', 'warsaw', 'jakarta', 'helsinki']",santiago,0,0.66,1
Jake lives in China . The capital of Jake's country is [MASK] .,2,7,0.5977153778076172,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,1.0,1,2,7,0.5977153778076172,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,1.0,1
Jake lives in China . The capital of Jake's country is [MASK] .,2,7,0.5977153778076172,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,1.0,1,2,7,0.5977153778076172,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,1.0,1
Jake lives in China . The capital of Jake's country is [MASK] .,2,7,0.5977153778076172,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,1.0,1,2,7,0.5977153778076172,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,1.0,1
Jake lives in China . The capital of Jake's country is [MASK] .,2,7,0.5977153778076172,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,1.0,1,2,7,0.5977153778076172,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,1.0,1
Jake has a sister and now lives in China . The capital of Jake's country is [MASK] .,7,7,0.4805759489536285,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.8,1,7,7,0.4805759489536285,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.8,1
Jake has a sister and now lives in China . The capital of Jake's country is [MASK] .,7,7,0.4805759489536285,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.8,1,7,7,0.4805759489536285,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.8,1
Jake has a sister and now lives in China . The capital of Jake's country is [MASK] .,7,7,0.4805759489536285,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.8,1,7,7,0.4805759489536285,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.8,1
Jake has a sister and now lives in China . The capital of Jake's country is [MASK] .,7,7,0.4805759489536285,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.8,1,7,7,0.4805759489536285,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.8,1
"Jake has a sister , played basketball and now lives in China . The capital of Jake's country is [MASK] .",10,7,0.5108293294906616,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.85,1,10,7,0.5108293294906616,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.85,1
"Jake has a sister , played basketball and now lives in China . The capital of Jake's country is [MASK] .",10,7,0.5108293294906616,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.85,1,10,7,0.5108293294906616,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.85,1
"Jake has a sister , played basketball and now lives in China . The capital of Jake's country is [MASK] .",10,7,0.5108293294906616,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.85,1,10,7,0.5108293294906616,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.85,1
"Jake has a sister , played basketball and now lives in China . The capital of Jake's country is [MASK] .",10,7,0.5108293294906616,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.85,1,10,7,0.5108293294906616,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.85,1
"Jake has a sister , played basketball , sang in a choir and now lives in China . The capital of Jake's country is [MASK] .",15,7,0.2681395709514618,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.45,1,15,7,0.2681395709514618,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.45,1
"Jake has a sister , played basketball , sang in a choir and now lives in China . The capital of Jake's country is [MASK] .",15,7,0.2681395709514618,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.45,1,15,7,0.2681395709514618,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.45,1
"Jake has a sister , played basketball , sang in a choir and now lives in China . The capital of Jake's country is [MASK] .",15,7,0.2681395709514618,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.45,1,15,7,0.2681395709514618,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.45,1
"Jake has a sister , played basketball , sang in a choir and now lives in China . The capital of Jake's country is [MASK] .",15,7,0.2681395709514618,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.45,1,15,7,0.2681395709514618,"['beijing', 'paris', 'jakarta', 'santiago', 'warsaw', 'helsinki']",beijing,0,0.45,1
John lives in Finland . The capital of John's country is [MASK] .,2,7,0.8978784680366516,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,1.03,1,2,7,0.8978784680366516,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,1.03,1
John lives in Finland . The capital of John's country is [MASK] .,2,7,0.8978784680366516,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,1.03,1,2,7,0.8978784680366516,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,1.03,1
John lives in Finland . The capital of John's country is [MASK] .,2,7,0.8978784680366516,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,1.03,1,2,7,0.8978784680366516,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,1.03,1
John lives in Finland . The capital of John's country is [MASK] .,2,7,0.8978784680366516,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,1.03,1,2,7,0.8978784680366516,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,1.03,1
John has a sister and now lives in Finland . The capital of John's country is [MASK] .,7,7,0.6200656890869141,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.71,1,7,7,0.6200656890869141,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.71,1
John has a sister and now lives in Finland . The capital of John's country is [MASK] .,7,7,0.6200656890869141,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.71,1,7,7,0.6200656890869141,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.71,1
John has a sister and now lives in Finland . The capital of John's country is [MASK] .,7,7,0.6200656890869141,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.71,1,7,7,0.6200656890869141,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.71,1
John has a sister and now lives in Finland . The capital of John's country is [MASK] .,7,7,0.6200656890869141,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.71,1,7,7,0.6200656890869141,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.71,1
"John has a sister , played basketball and now lives in Finland . The capital of John's country is [MASK] .",10,7,0.6559121608734131,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.75,1,10,7,0.6559121608734131,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.75,1
"John has a sister , played basketball and now lives in Finland . The capital of John's country is [MASK] .",10,7,0.6559121608734131,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.75,1,10,7,0.6559121608734131,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.75,1
"John has a sister , played basketball and now lives in Finland . The capital of John's country is [MASK] .",10,7,0.6559121608734131,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.75,1,10,7,0.6559121608734131,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.75,1
"John has a sister , played basketball and now lives in Finland . The capital of John's country is [MASK] .",10,7,0.6559121608734131,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.75,1,10,7,0.6559121608734131,"['helsinki', 'paris', 'jakarta', 'santiago', 'warsaw', 'beijing']",helsinki,0,0.75,1
"John has a sister , played basketball , sang in a choir and now lives in Finland . The capital of John's country is [MASK] .",15,7,0.4359168112277984,"['helsinki', 'paris', 'santiago', 'warsaw', 'jakarta', 'beijing']",helsinki,0,0.5,1,15,7,0.4359168112277984,"['helsinki', 'paris', 'santiago', 'warsaw', 'jakarta', 'beijing']",helsinki,0,0.5,1
"John has a sister , played basketball , sang in a choir and now lives in Finland . The capital of John's country is [MASK] .",15,7,0.4359168112277984,"['helsinki', 'paris', 'santiago', 'warsaw', 'jakarta', 'beijing']",helsinki,0,0.5,1,15,7,0.4359168112277984,"['helsinki', 'paris', 'santiago', 'warsaw', 'jakarta', 'beijing']",helsinki,0,0.5,1
"John has a sister , played basketball , sang in a choir and now lives in Finland . The capital of John's country is [MASK] .",15,7,0.4359168112277984,"['helsinki', 'paris', 'santiago', 'warsaw', 'jakarta', 'beijing']",helsinki,0,0.5,1,15,7,0.4359168112277984,"['helsinki', 'paris', 'santiago', 'warsaw', 'jakarta', 'beijing']",helsinki,0,0.5,1
"John has a sister , played basketball , sang in a choir and now lives in Finland . The capital of John's country is [MASK] .",15,7,0.4359168112277984,"['helsinki', 'paris', 'santiago', 'warsaw', 'jakarta', 'beijing']",helsinki,0,0.5,1,15,7,0.4359168112277984,"['helsinki', 'paris', 'santiago', 'warsaw', 'jakarta', 'beijing']",helsinki,0,0.5,1
Sebastian lives in France . The capital of Sebastian's country is [MASK] .,2,7,0.5394197106361389,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,1.08,1,2,7,0.5394197106361389,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,1.08,1
Sebastian lives in France . The capital of Sebastian's country is [MASK] .,2,7,0.5394197106361389,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,1.08,1,2,7,0.5394197106361389,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,1.08,1
Sebastian lives in France . The capital of Sebastian's country is [MASK] .,2,7,0.5394197106361389,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,1.08,1,2,7,0.5394197106361389,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,1.08,1
Sebastian lives in France . The capital of Sebastian's country is [MASK] .,2,7,0.5394197106361389,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,1.08,1,2,7,0.5394197106361389,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,1.08,1
Sebastian has a sister and now lives in France . The capital of Sebastian's country is [MASK] .,7,7,0.3365038931369781,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.67,1,7,7,0.3365038931369781,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.67,1
Sebastian has a sister and now lives in France . The capital of Sebastian's country is [MASK] .,7,7,0.3365038931369781,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.67,1,7,7,0.3365038931369781,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.67,1
Sebastian has a sister and now lives in France . The capital of Sebastian's country is [MASK] .,7,7,0.3365038931369781,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.67,1,7,7,0.3365038931369781,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.67,1
Sebastian has a sister and now lives in France . The capital of Sebastian's country is [MASK] .,7,7,0.3365038931369781,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.67,1,7,7,0.3365038931369781,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.67,1
"Sebastian has a sister , played basketball and now lives in France . The capital of Sebastian's country is [MASK] .",10,7,0.3581532835960388,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.72,1,10,7,0.3581532835960388,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.72,1
"Sebastian has a sister , played basketball and now lives in France . The capital of Sebastian's country is [MASK] .",10,7,0.3581532835960388,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.72,1,10,7,0.3581532835960388,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.72,1
"Sebastian has a sister , played basketball and now lives in France . The capital of Sebastian's country is [MASK] .",10,7,0.3581532835960388,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.72,1,10,7,0.3581532835960388,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.72,1
"Sebastian has a sister , played basketball and now lives in France . The capital of Sebastian's country is [MASK] .",10,7,0.3581532835960388,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.72,1,10,7,0.3581532835960388,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.72,1
"Sebastian has a sister , played basketball , sang in a choir and now lives in France . The capital of Sebastian's country is [MASK] .",15,7,0.1843010485172271,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.37,1,15,7,0.1843010485172271,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.37,1
"Sebastian has a sister , played basketball , sang in a choir and now lives in France . The capital of Sebastian's country is [MASK] .",15,7,0.1843010485172271,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.37,1,15,7,0.1843010485172271,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.37,1
"Sebastian has a sister , played basketball , sang in a choir and now lives in France . The capital of Sebastian's country is [MASK] .",15,7,0.1843010485172271,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.37,1,15,7,0.1843010485172271,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.37,1
"Sebastian has a sister , played basketball , sang in a choir and now lives in France . The capital of Sebastian's country is [MASK] .",15,7,0.1843010485172271,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.37,1,15,7,0.1843010485172271,"['paris', 'santiago', 'beijing', 'warsaw', 'helsinki', 'jakarta']",paris,0,0.37,1
Joe lives in Indonesia . The capital of Joe's country is [MASK] .,2,7,0.8207864165306091,"['jakarta', 'helsinki', 'beijing', 'santiago', 'paris', 'warsaw']",jakarta,0,1.0,1,2,7,0.8207864165306091,"['jakarta', 'helsinki', 'beijing', 'santiago', 'paris', 'warsaw']",jakarta,0,1.0,1
Joe lives in Indonesia . The capital of Joe's country is [MASK] .,2,7,0.8207864165306091,"['jakarta', 'helsinki', 'beijing', 'santiago', 'paris', 'warsaw']",jakarta,0,1.0,1,2,7,0.8207864165306091,"['jakarta', 'helsinki', 'beijing', 'santiago', 'paris', 'warsaw']",jakarta,0,1.0,1
Joe lives in Indonesia . The capital of Joe's country is [MASK] .,2,7,0.8207864165306091,"['jakarta', 'helsinki', 'beijing', 'santiago', 'paris', 'warsaw']",jakarta,0,1.0,1,2,7,0.8207864165306091,"['jakarta', 'helsinki', 'beijing', 'santiago', 'paris', 'warsaw']",jakarta,0,1.0,1
Joe lives in Indonesia . The capital of Joe's country is [MASK] .,2,7,0.8207864165306091,"['jakarta', 'helsinki', 'beijing', 'santiago', 'paris', 'warsaw']",jakarta,0,1.0,1,2,7,0.8207864165306091,"['jakarta', 'helsinki', 'beijing', 'santiago', 'paris', 'warsaw']",jakarta,0,1.0,1
Joe has a sister and now lives in Indonesia . The capital of Joe's country is [MASK] .,7,7,0.6166729927062988,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.75,1,7,7,0.6166729927062988,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.75,1
Joe has a sister and now lives in Indonesia . The capital of Joe's country is [MASK] .,7,7,0.6166729927062988,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.75,1,7,7,0.6166729927062988,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.75,1
Joe has a sister and now lives in Indonesia . The capital of Joe's country is [MASK] .,7,7,0.6166729927062988,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.75,1,7,7,0.6166729927062988,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.75,1
Joe has a sister and now lives in Indonesia . The capital of Joe's country is [MASK] .,7,7,0.6166729927062988,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.75,1,7,7,0.6166729927062988,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.75,1
"Joe has a sister , played basketball and now lives in Indonesia . The capital of Joe's country is [MASK] .",10,7,0.7166693806648254,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.87,1,10,7,0.7166693806648254,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.87,1
"Joe has a sister , played basketball and now lives in Indonesia . The capital of Joe's country is [MASK] .",10,7,0.7166693806648254,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.87,1,10,7,0.7166693806648254,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.87,1
"Joe has a sister , played basketball and now lives in Indonesia . The capital of Joe's country is [MASK] .",10,7,0.7166693806648254,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.87,1,10,7,0.7166693806648254,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.87,1
"Joe has a sister , played basketball and now lives in Indonesia . The capital of Joe's country is [MASK] .",10,7,0.7166693806648254,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.87,1,10,7,0.7166693806648254,"['jakarta', 'beijing', 'helsinki', 'santiago', 'paris', 'warsaw']",jakarta,0,0.87,1
"Joe has a sister , played basketball , sang in a choir and now lives in Indonesia . The capital of Joe's country is [MASK] .",15,7,0.3833423256874084,"['jakarta', 'beijing', 'paris', 'santiago', 'helsinki', 'warsaw']",jakarta,0,0.47,1,15,7,0.3833423256874084,"['jakarta', 'beijing', 'paris', 'santiago', 'helsinki', 'warsaw']",jakarta,0,0.47,1
